"","Gene","control_1","control_2","control_3","RNAi_1","RNAi_2","RNAi_3"
"15046","lncRNA:CR43978",4,7,3,5,10,4
"15048","CG43980",154,146,106,174,208,97
"15049","CG1172",1493,1276,1438,1332,943,1047
"15055","lncRNA:CR43987",0,1,0,0,1,0
"15056","lncRNA:CR43988",0,6,10,2,1,2
"15057","lncRNA:CR43989",18,14,28,15,14,14
"15058","lncRNA:CR43990",0,0,0,0,2,1
"15060","lncRNA:CR43992",1,1,1,0,3,2
"15063","lncRNA:CR43995",11,14,24,15,11,49
"15070","CG44002",475,418,538,379,261,349
"15071","CR44003",624,658,815,408,330,355
"15072","CG44004",192,170,137,534,313,592
"15073","CG44005",3,0,7,15,12,17
"15074","CG44006",40,39,41,124,82,154
"15076","Vti1b",806,659,854,645,431,966
"15077","Rgk1",670,595,835,2393,1782,1650
"15078","CG44013",1,2,0,0,0,0
"15079","CG44014",2,3,17,12,11,29
"15080","Hph",6093,4161,4444,3698,2960,3084
"15083","asRNA:CR44018",129,125,219,230,204,201
"15084","asRNA:CR44019",2,1,1,5,8,17
"15088","lncRNA:CR44023",38,30,43,40,43,72
"15089","lncRNA:CR44024",17720,13661,19540,12963,6990,12548
"15090","Pburs",222,140,391,277,236,392
"15091","Pde1c",1916,1711,2881,4245,3838,3312
"15092","koko",2400,2005,2406,1844,1406,1792
"15095","asRNA:CR44027",14,14,14,29,18,22
"15098","asRNA:CR44030",127,149,256,84,79,146
"15099","asRNA:CR44031",4,6,31,9,10,19
"15100","lncRNA:CR44032",0,2,1,1,2,0
"15101","lncRNA:CR44033",1,1,0,0,1,0
"15103","asRNA:CR44035",0,1,1,2,2,2
"15108","CG44040",4,5,5,3,3,8
"15110","lncRNA:CR44042",15,16,23,57,60,35
"15114","asRNA:CR44046",17,15,7,6,11,13
"15116","lncRNA:CR44048",0,2,1,0,0,1
"15121","Tep5Ψ",10,11,8,18,13,12
"15122","vih",3568,3172,3539,3209,2469,3559
"15123","AP-2α",8794,7220,9334,12136,9874,10226
"15124","lncRNA:iab8",360,230,400,488,359,516
"15125","asRNA:CR44053",6,2,6,2,4,10
"15126","asRNA:CR44054",16,22,16,14,12,8
"15130","lncRNA:CR44058",1,2,0,2,1,1
"15131","lncRNA:CR44059",1,2,1,2,0,1
"15132","lncRNA:CR44060",0,0,0,0,0,1
"15134","asRNA:CR44062",0,1,0,0,0,0
"15136","asRNA:CR44064",0,0,2,1,0,0
"15138","lncRNA:CR44066",9,3,4,9,6,6
"15140","lncRNA:CR44068",1,0,1,3,1,0
"15141","asRNA:CR44069",8,5,26,10,9,10
"15147","lncRNA:CR44076",0,1,1,0,0,0
"15148","lncRNA:CR44077",0,1,2,0,0,0
"15149","lncRNA:CR44078",27,23,31,6,10,15
"15150","CR44079",6,6,0,5,8,2
"15151","lncRNA:CR44080",0,0,0,0,1,0
"15156","CG44085",1447,941,1328,2891,2070,1973
"15157","RapGAP1",3869,3790,4817,3955,3564,2931
"15164","asRNA:CR44093",8,16,13,10,14,41
"15165","CG44094",0,1,0,0,0,0
"15166","asRNA:CR44095",21,9,18,33,21,13
"15167","lncRNA:CR44096",3,0,1,2,0,4
"15170","pHCl-1",538,460,773,1162,1021,844
"15171","lncRNA:CR44100",1,1,0,0,1,0
"15172","CG44102",24,22,27,28,30,34
"15173","lncRNA:CR44103",4,4,3,3,2,4
"15177","Sumo",36972,33200,39010,28915,18640,43891
"15180","lncRNA:CR44110",0,0,0,0,0,1
"15182","lncRNA:CR44112",0,1,0,1,0,0
"15183","lncRNA:CR44113",0,0,2,0,0,0
"15186","asRNA:CR44116",2,1,1,2,2,5
"15189","asRNA:CR44119",40,38,43,30,35,32
"15190","lncRNA:CR44120",2,0,1,0,0,2
"15191","lncRNA:CR44121",1,0,0,0,0,1
"15192","Piezo",3018,2609,3484,6801,5617,5138
"15193","fd3F",4,4,2,2,0,3
"15197","lncRNA:CR44127",10,16,17,23,11,76
"15198","Src42A",12442,10461,13026,13112,10383,9545
"15200","asRNA:CR44130",1,1,0,2,0,3
"15201","Pcf11",9203,8723,9654,8085,6998,7234
"15202","Nrg",17400,14744,18310,18004,14794,13282
"15203","Slh",2682,2364,2580,2562,1947,2253
"15204","CG4267",48,106,90,211,279,347
"15205","lncRNA:CR44131",2,3,0,7,0,0
"15208","lncRNA:CR44135",10,3,4,9,14,15
"15212","CG44139",0,0,0,0,1,1
"15215","CG44142",7,0,3,0,3,1
"15218","lncRNA:CR44145",0,0,0,3,0,1
"15222","lncRNA:CR44149",9,6,12,6,3,5
"15223","lncRNA:CR44150",1,1,1,5,2,8
"15225","ppk18",42,28,31,27,37,26
"15226","CG44153",862,760,1323,1910,1709,1386
"15227","koi",9901,8234,9718,6909,5084,5366
"15228","Np",185,155,84,186,252,94
"15229","lncRNA:CR43751",10,2,9,6,4,4
"15234","Irk1",24,27,41,28,20,21
"15237","Strn-Mlck",1237,1137,1557,1781,1483,1655
"15238","CG44163",0,0,1,4,0,0
"15239","FDY",77,187,227,101,58,71
"15240","cv-d",2769,2094,3451,6904,5468,5779
"15243","lncRNA:CR44166",0,0,0,1,0,0
"15244","St3",124,104,184,227,196,330
"15245","asRNA:CR44168",2,0,2,3,1,0
"15246","asRNA:CR44169",70,36,67,24,17,11
"15249","lncRNA:CR44172",0,1,0,0,0,0
"15252","lncRNA:CR44175",0,2,0,0,1,0
"15254","lncRNA:CR44177",35,32,32,31,19,15
"15256","asRNA:CR44179",1,1,1,6,3,3
"15259","asRNA:CR44182",0,1,0,1,1,0
"15261","lncRNA:CR44184",0,1,0,0,1,0
"15267","lncRNA:CR44190",1,0,2,4,0,0
"15268","lncRNA:CR44191",0,0,0,1,0,0
"15269","asRNA:CR44192",0,0,4,0,0,0
"15270","Cdep",5962,4843,7010,8534,7395,6623
"15273","lncRNA:CR44196",0,0,0,1,0,0
"15275","CG44198",0,0,1,0,0,0
"15276","lncRNA:CR44199",1,0,0,0,0,3
"15277","eIF4E3",1,4,3,55,2,11
"15279","asRNA:CR44201",0,0,0,0,2,0
"15283","Sgt1",1778,1402,1730,1969,1445,3535
"15284","Oseg1",643,536,712,613,521,418
"15286","lncRNA:CR44206",93,76,129,50,65,61
"15289","lncRNA:CR44209",4,5,2,2,6,12
"15291","Gr22c",0,0,0,0,1,0
"15292","Gr2a",9,5,3,4,1,9
"15293","Meltrin",2566,2313,2974,3803,3353,2845
"15298","lncRNA:CR44214",1,0,0,0,0,0
"15299","CG44215",2,1,8,2,1,2
"15300","lncRNA:CR44216",0,0,0,0,1,1
"15301","lncRNA:CR44217",0,0,0,2,0,0
"15307","Ir60f",0,0,0,0,1,0
"15308","asRNA:CR44224",0,0,0,1,0,0
"15309","lncRNA:CR44225",0,1,0,1,0,0
"15310","lncRNA:CR44226",0,1,0,0,1,0
"15313","lncRNA:CR44229",0,0,0,1,0,0
"15314","lncRNA:CR44230",1,0,3,1,1,2
"15315","lncRNA:CR44231",0,0,0,1,0,0
"15318","lncRNA:CR44234",0,0,0,1,0,1
"15321","asRNA:CR44237",1,1,0,1,0,0
"15323","PIG-V",1151,955,1186,1098,857,930
"15325","CG44242",968,831,1138,1013,733,1769
"15327","CG44245",1202,913,1870,1070,1008,807
"15328","CG44247",3244,2852,5030,6190,6074,5161
"15331","CG44251",3,5,5,17,14,7
"15332","Fatp2",90,60,75,275,241,219
"15335","PIG-S",1986,1634,1873,1853,1457,1630
"15337","Snp",2072,1740,2097,2520,1815,2413
"15338","Atf-2",568,473,611,452,385,466
"15339","Trpm",5466,5062,6254,5152,4462,4112
"15340","lncRNA:CR44256",2,1,0,1,0,1
"15341","CG44257",0,0,2,0,0,2
"15344","lncRNA:CR44260",0,0,0,0,0,1
"15345","CG44261",2,3,3,8,5,3
"15347","lncRNA:CR44263",2,0,1,0,0,0
"15348","lncRNA:CR44264",1,0,1,0,0,0
"15349","lncRNA:CR44265",1,1,2,1,0,2
"15350","asRNA:CR44266",3,2,3,2,1,0
"15351","asRNA:CR44267",9,3,2,7,2,2
"15353","lncRNA:CR44269",3,2,8,12,5,3
"15356","Vha68-1",3719,3065,5821,6957,6919,6280
"15357","CG42688",2,2,2,35,0,1
"15358","CG17097",0,0,0,0,1,1
"15359","CG32727",0,0,0,8,0,0
"15360","CG13639",13,9,14,39,36,91
"15361","CG18258",2,2,0,1,0,0
"15363","CG15425",0,0,1,17,0,0
"15365","CG14717",0,1,0,7,0,1
"15368","l(3)neo38",20061,17303,21427,20690,17826,15897
"15370","Dscam2",3530,3406,5935,3999,4151,3432
"15371","pAbp",125391,101437,126238,108997,78946,84324
"15372","SC35",10402,8950,11276,7846,5242,9146
"15373","lncRNA:CR44272",27,42,43,73,41,227
"15374","lncRNA:CR44273",1,0,0,0,0,1
"15375","lncRNA:CR44274",0,1,2,0,2,5
"15377","lncRNA:CR44276",4,0,0,1,1,3
"15380","lncRNA:CR44279",0,0,1,1,0,0
"15381","lncRNA:CR44280",0,0,0,0,1,0
"15383","lncRNA:CR44282",0,0,0,0,1,0
"15384","lncRNA:CR44283",6,3,5,27,12,12
"15386","lncRNA:CR44285",3,1,4,3,4,3
"15390","lncRNA:CR44289",0,0,1,0,0,1
"15391","CG44290",1,1,0,0,0,1
"15392","asRNA:CR44291",91,70,107,68,55,70
"15393","lncRNA:CR44292",9,5,7,7,9,10
"15395","lncRNA:CR44294",40,27,54,36,23,46
"15397","COX7CL",16,11,15,31,11,30
"15405","nac",314,218,299,406,321,413
"15406","tn",98,70,159,222,182,194
"15407","CG44303",22,30,18,13,15,18
"15413","lncRNA:CR44309",0,0,0,3,0,0
"15414","lncRNA:CR44310",0,1,0,0,0,0
"15418","CG44314",1,1,3,8,3,2
"15419","lncRNA:CR44315",0,0,1,1,0,0
"15420","lncRNA:CR44316",0,5,8,3,8,11
"15421","lncRNA:CR44317",40,40,83,54,38,100
"15422","lncRNA:CR44318",0,1,0,0,0,0
"15424","lncRNA:CR44320",51,41,72,111,106,82
"15426","lncRNA:CR44322",2,0,1,3,1,1
"15428","lncRNA:CR44324",0,0,0,1,0,0
"15429","CG44325",2809,2762,3738,2208,1820,3169
"15431","Neto",323,218,415,516,440,471
"15432","CG44329",0,1,1,0,0,4
"15433","lncRNA:CR44330",1,0,1,2,0,0
"15437","lncRNA:CR44334",7,2,18,8,15,35
"15438","lncRNA:CR44335",0,0,1,0,0,0
"15442","lncRNA:CR44339",1,4,6,2,0,1
"15443","asRNA:CR44340",3,4,2,6,3,12
"15444","CG44341",0,0,0,1,1,0
"15446","lncRNA:CR44344",3,1,4,3,3,2
"15448","lncRNA:CR44346",0,0,0,0,1,1
"15449","lncRNA:CR44347",17,14,27,33,18,41
"15451","lncRNA:CR44349",0,0,0,0,0,1
"15452","lncRNA:CR44350",0,1,0,0,0,0
"15457","CG44355",0,0,1,5,0,0
"15458","lncRNA:CR44357",71,129,122,44,34,139
"15460","Traf6",850,682,932,1108,944,1104
"15463","CG44362",0,0,0,0,2,0
"15464","lncRNA:CR44363",8,12,18,18,14,27
"15465","mbl",16951,14496,17516,14490,11608,10916
"15466","lncRNA:CR44365",3,0,2,2,3,2
"15467","lncRNA:CR44366",6,5,8,5,1,9
"15468","asRNA:CR44367",0,0,5,1,1,0
"15469","asRNA:CR44368",0,0,3,0,2,2
"15470","lncRNA:CR44369",1,0,0,2,2,2
"15472","lncRNA:CR44371",0,1,0,2,10,4
"15473","asRNA:CR44372",0,0,1,0,1,0
"15476","Smr",9685,8974,10491,9179,7323,6461
"15481","lncRNA:CR44379",0,0,0,2,0,0
"15482","lncRNA:CR44380",1,2,1,1,3,1
"15485","CR44383",217,124,230,103,76,304
"15488","asRNA:CR44386",0,0,0,1,0,1
"15491","lncRNA:CR44389",0,0,0,1,0,1
"15492","asRNA:CR44390",4,2,8,2,1,0
"15493","CR44391",2,0,0,0,2,0
"15500","lncRNA:CR44398",1,0,0,0,0,0
"15503","lncRNA:CR44401",0,0,0,2,0,0
"15504","Cdc5",4050,3646,4099,3338,2617,2729
"15505","yin",205,168,233,622,544,623
"15507","IBIN",10,8,11,27,8,16
"15508","CG44405",3,2,5,4,8,3
"15510","lncRNA:CR44407",1,2,2,0,1,2
"15514","lncRNA:CR44411",20,12,32,34,30,34
"15517","lncRNA:CR44414",7,9,6,1,3,8
"15518","lncRNA:CR44415",0,0,0,1,0,0
"15521","lncRNA:CR44418",1,0,0,4,0,0
"15523","lncRNA:CR44420",2,1,0,2,2,0
"15525","CG44422",506,453,822,1259,1248,993
"15527","rad",1185,992,1812,1957,1998,1734
"15528","Bx",1140,1073,1661,2304,2364,2042
"15529","Ric",4146,3439,5618,4488,4109,4884
"15535","asRNA:CR44429",5,9,12,15,19,22
"15536","lncRNA:CR44430",0,0,0,0,0,1
"15539","Su(z)2",1355,1147,1565,1927,1866,1475
"15540","CG44433",1,1,3,16,0,0
"15544","sno",6411,5533,6440,5193,4073,4005
"15545","CG44438",0,0,0,1,0,1
"15546","CG44439",7,4,7,8,4,1
"15547","lncRNA:CR44440",8,12,18,8,8,9
"15548","lncRNA:CR44441",51,57,68,13,25,21
"15549","lncRNA:CR44442",0,2,2,1,1,3
"15550","lncRNA:CR44443",1,1,0,0,1,1
"15551","lncRNA:CR44444",42,27,32,28,14,36
"15552","lncRNA:CR44445",12,12,14,21,10,10
"15553","lncRNA:CR44446",5,1,4,5,3,1
"15554","lncRNA:CR44447",7,11,14,2,3,1
"15555","lncRNA:CR44448",0,0,0,0,1,2
"15557","lncRNA:CR44450",1,1,3,3,3,0
"15560","lncRNA:CR44453",0,2,0,1,0,0
"15561","lncRNA:CR44455",1,0,2,26,0,0
"15564","lncRNA:CR44458",17,9,17,17,11,26
"15568","lncRNA:CR44462",0,1,0,0,0,1
"15569","lncRNA:CR44463",0,0,1,0,0,3
